Player,Tm,G,GS,WS,WS%,salary,WS%,expected_salary,salary_diff
Jerryd Bayless,MIL,18,2.4,$3000000.0,0.07547169811320756,$5217209.51
John Henson,MIL,1,2.3,$2943221.0,0.07232704402515724,$4999825.78
Miles Plumlee,MIL,61,14,2.2,$2109294.0,0.06918238993710694,$4782442.05
Michael Carter-Williams,MIL,37,1.2,$2399040.0,0.03773584905660378,$2608604.75
Tyler Ennis,MIL,7,0.4,$1662360.0,0.01257861635220126,$869534.92
Johnny O'Bryant,MIL,66,4,0.3,$845059.0,0.009433962264150945,$652151.19
Jared Cunningham,MIL,0,0.0,$57726.0,0.0,$0.0
Steve Novak,MIL,0,0.0,$416886.0,0.0,$0.0
Damien Inglis,MIL,1,-0.1,$855000.0,-0.003144654088050315,$-217383.73
O.J. Mayo,MIL,24,-0.1,$8000000.0,-0.003144654088050315,$-217383.73
Greivis Vasquez,MIL,0,-0.3,$6600000.0,-0.009433962264150945,$-652151.19
Rashad Vaughn,MIL,70,6,-0.8,$1733040.0,-0.02515723270440252,$-1739069.84
Karl-Anthony Towns,MIN,82,82,8.3,$5703600.0,0.24340175953079185,$16719012.51
Gorgui Dieng,MIN,82,39,5.9,$1474440.0,0.17302052785923758,$11884599.25
Ricky Rubio,MIN,76,76,5.8,$12365000.0,0.17008797653958946,$11683165.37
Andrew Wiggins,MIN,81,81,4.1,$5758680.0,0.12023460410557185,$8258789.31
Shabazz Muhammad,MIN,82,0,2.7,$2056920.0,0.07917888563049855,$5438714.91
Zach LaVine,MIN,82,33,2.6,$2148360.0,0.07624633431085046,$5237281.03
Nemanja Bjelica,MIN,60,0,1.9,$4000000.0,0.05571847507331379,$3827243.83
Kevin Garnett,MIN,38,1.1,$8500000.0,0.03225806451612904,$2215772.74
Kevin Martin,MIN,12,0.8,$7085000.0,0.023460410557184758,$1611471.09
Andre Miller,MIN,0,0.5,$1499187.0,0.014662756598240472,$1007169.43
Tayshaun Prince,MIN,77,44,0.4,$1499187.0,0.011730205278592379,$805735.54
Tyus Jones,MIN,0,0.3,$1282080.0,0.008797653958944282,$604301.66
Greg Smith,MIN,0,0.2,$128161.0,0.005865102639296189,$402867.77
Damjan Rudez,MIN,0,0.1,$1149500.0,0.0029325513196480947,$201433.89
Nikola Pekovic,MIN,3,-0.1,$12100000.0,-0.0029325513196480947,$-201433.89
Adreian Payne,MIN,2,-0.5,$1938840.0,-0.014662756598240472,$-1007169.43
Brook Lopez,BRK,73,73,6.2,$20000000.0,0.27312775330396477,$21391156.7
Thaddeus Young,BRK,73,73,4.1,$11200000.0,0.18061674008810572,$14145764.91
Donald Sloan,BRK,61,33,2.0,$1015421.0,0.0881057268722467,$6900373.13
Shane Larkin,BRK,78,17,1.4,$1500000.0,0.06167400881057269,$4830261.19
Rondae Hollis-Jefferson,BRK,17,1.2,$1335480.0,0.05286343612334802,$4140223.88
Willie Reed,BRK,2,1.2,$947276.0,0.05286343612334802,$4140223.88
Bojan Bogdanovic,BRK,79,39,0.9,$3425510.0,0.039647577092511016,$3105167.91
Jarrett Jack,BRK,32,0.9,$6300000.0,0.039647577092511016,$3105167.91
Sean Kilpatrick,BRK,0,0.9,$221176.0,0.039647577092511016,$3105167.91
Wayne Ellington,BRK,76,41,0.8,$1500000.0,0.03524229074889868,$2760149.25
Joe Johnson,BRK,57,0.7,$24894863.0,0.030837004405286344,$2415130.59
Markel Brown,BRK,62,6,0.6,$845059.0,0.02643171806167401,$2070111.94
Thomas Robinson,BRK,71,7,0.6,$981300.0,0.02643171806167401,$2070111.94
Henry Sims,BRK,4,0.4,$50170.0,0.01762114537444934,$1380074.63
Sergey Karasev,BRK,5,0.3,$1599840.0,0.013215859030837005,$1035055.97
Chris McCullough,BRK,4,0.3,$1140240.0,0.013215859030837005,$1035055.97
Andrea Bargnani,BRK,0,0.2,$1362900.0,0.00881057268722467,$690037.31
Anthony Davis,NOP,61,61,7.2,$7070730.0,0.23841059602649012,$19045836.72
Ryan Anderson,NOP,66,7,3.9,$8500000.0,0.12913907284768214,$10316494.89
Jrue Holiday,NOP,65,23,3.4,$10595507.0,0.11258278145695366,$8993867.34
Toney Douglas,NOP,61,18,2.5,$1164858.0,0.08278145695364239,$6613137.75
Dante Cunningham,NOP,80,46,2.1,$3000000.0,0.06953642384105961,$5555035.71
Eric Gordon,NOP,44,2.1,$15514031.0,0.06953642384105961,$5555035.71
Alonzo Gee,NOP,73,38,1.9,$1375000.0,0.06291390728476821,$5025984.69
Omer Asik,NOP,68,64,1.7,$11000000.0,0.05629139072847683,$4496933.67
Tyreke Evans,NOP,25,1.4,$11227000.0,0.046357615894039736,$3703357.14
Tim Frazier,NOP,1,1.2,$94448.0,0.039735099337748346,$3174306.12
Luke Babbitt,NOP,13,1.1,$1100000.0,0.036423841059602655,$2909780.61
Alexis Ajinca,NOP,59,17,1.0,$4300000.0,0.033112582781456956,$2645255.1
James Ennis,NOP,5,0.8,$24855.0,0.02649006622516557,$2116204.08
Bryce Dejean-Jones,NOP,11,0.2,$169883.0,0.0066225165562913925,$529051.02
Jordan Hamilton,NOP,4,0.2,$59731.0,0.0066225165562913925,$529051.02
Nate Robinson,NOP,1,0.0,$44000.0,0.0,$0.0
Norris Cole,NOP,23,-0.1,$3036927.0,-0.0033112582781456962,$-264525.51
Jimmer Fredette,NOP,0,-0.1,$54812.0,-0.0033112582781456962,$-264525.51
Kendrick Perkins,NOP,5,-0.1,$1499200.0,-0.0033112582781456962,$-264525.51
Orlando Johnson,NOP,1,-0.2,$55722.0,-0.0066225165562913925,$-529051.02
Carmelo Anthony,NYK,72,72,6.4,$22875000.0,0.18338108882521495,$13737606.79
Robin Lopez,NYK,82,82,5.8,$13000000.0,0.16618911174785103,$12449706.15
Kristaps Porzingis,NYK,72,72,4.3,$4131720.0,0.12320916905444129,$9229954.56
Jose Calderon,NYK,72,72,4.0,$7402812.0,0.11461318051575935,$8586004.24
Derrick Williams,NYK,80,9,3.6,$4900000.0,0.10315186246418341,$7727403.82
Langston Galloway,NYK,82,7,3.3,$845059.0,0.09455587392550145,$7083453.5
Arron Afflalo,NYK,71,57,2.7,$8000000.0,0.07736389684813756,$5795552.86
Lance Thomas,NYK,59,5,1.7,$1650000.0,0.04871060171919772,$3649051.8
Kyle O'Quinn,NYK,65,1,1.6,$3750000.0,0.04584527220630374,$3434401.7
Sasha Vujacic,NYK,61,25,1.1,$1356146.0,0.031518624641833824,$2361151.17
Jerian Grant,NYK,76,6,0.8,$1572360.0,0.02292263610315187,$1717200.85
Jimmer Fredette,NYK,0,0.1,$59731.0,0.0028653295128939836,$214650.11
Thanasis Antetokounmpo,NYK,0,0.0,$75000.0,0.0,$0.0
Lou Amundson,NYK,0,-0.1,$1650000.0,-0.0028653295128939836,$-214650.11
Cleanthony Early,NYK,2,-0.2,$845059.0,-0.005730659025787967,$-429300.21
Kevin Seraphin,NYK,0,-0.2,$2800000.0,-0.005730659025787967,$-429300.21
Kevin Durant,OKC,72,72,14.5,$20158622.0,0.24288107202680068,$22982053.1
Russell Westbrook,OKC,80,80,14.0,$16744218.0,0.23450586264656617,$22189568.51
Enes Kanter,OKC,82,1,8.1,$16400000.0,0.135678391959799,$12838250.35
Steven Adams,OKC,80,80,6.5,$2279040.0,0.10887772194304858,$10302299.66
Serge Ibaka,OKC,78,78,5.5,$12350000.0,0.09212730318257957,$8717330.49
Andre Roberson,OKC,70,70,3.4,$1210800.0,0.056951423785594646,$5388895.21
Dion Waiters,OKC,78,15,2.1,$5138430.0,0.03517587939698493,$3328435.28
Anthony Morrow,OKC,68,6,1.9,$3344000.0,0.031825795644891124,$3011441.44
Cameron Payne,OKC,1,1.4,$2021520.0,0.023450586264656615,$2218956.85
Kyle Singler,OKC,68,2,1.1,$5000000.0,0.018425460636515914,$1743466.1
Nick Collison,OKC,59,4,0.8,$3750000.0,0.013400335008375211,$1267975.34
Randy Foye,OKC,1,0.4,$3270000.0,0.006700167504187606,$633987.67
Josh Huestis,OKC,0,0.0,$1140240.0,0.0,$0.0
Mitch McGary,OKC,0,0.0,$1463040.0,0.0,$0.0
Nazr Mohammed,OKC,0,0.0,$352750.0,0.0,$0.0
Evan Fournier,ORL,79,71,5.7,$2288205.0,0.17592592592592593,$10601555.44
Aaron Gordon,ORL,78,37,5.4,$4171680.0,0.16666666666666669,$10043578.83
Nikola Vucevic,ORL,65,60,5.2,$11250000.0,0.16049382716049385,$9671594.43
Victor Oladipo,ORL,72,52,4.9,$5192520.0,0.15123456790123457,$9113617.83
Dewayne Dedmon,ORL,58,20,2.4,$947278.0,0.07407407407407407,$4463812.81
Elfrid Payton,ORL,73,69,2.2,$2505720.0,0.06790123456790124,$4091828.41
Jason Smith,ORL,76,2,1.8,$4300000.0,0.05555555555555556,$3347859.61
Andrew Nicholson,ORL,0,1.6,$2380594.0,0.04938271604938272,$2975875.21
Ersan Ilyasova,ORL,4,1.1,$7900000.0,0.03395061728395062,$2045914.21
Mario Hezonja,ORL,79,9,0.9,$3741480.0,0.02777777777777778,$1673929.81
Brandon Jennings,ORL,6,0.7,$8344497.0,0.021604938271604937,$1301945.4
C.J. Watson,ORL,2,0.6,$5000000.0,0.018518518518518517,$1115953.2
Shabazz Napier,ORL,0,0.1,$1294440.0,0.00308641975308642,$185992.2
Keith Appling,ORL,0,-0.1,$100000.0,-0.00308641975308642,$-185992.2
Devyn Marble,ORL,0,-0.1,$845059.0,-0.00308641975308642,$-185992.2
Nerlens Noel,PHI,67,62,3.0,$3457800.0,0.18750000000000006,$6164890.13
Jerami Grant,PHI,77,52,2.1,$845059.0,0.13125000000000003,$4315423.09
Carl Landry,PHI,12,2.1,$6500000.0,0.13125000000000003,$4315423.09
Robert Covington,PHI,67,49,2.0,$1000000.0,0.12500000000000003,$4109926.75
T.J. McConnell,PHI,81,17,1.9,$525093.0,0.11875000000000002,$3904430.41
Richaun Holmes,PHI,1,1.5,$1050000.0,0.09375000000000003,$3082445.06
Isaiah Canaan,PHI,77,39,1.4,$947276.0,0.08750000000000001,$2876948.73
Jahlil Okafor,PHI,48,1.2,$4582680.0,0.07500000000000001,$2465956.05
Hollis Thompson,PHI,77,17,1.2,$947276.0,0.07500000000000001,$2465956.05
Nik Stauskas,PHI,73,35,0.5,$2869440.0,0.03125000000000001,$1027481.69
Ish Smith,PHI,50,0.4,$1100602.0,0.02500000000000001,$821985.35
Christian Wood,PHI,0,0.3,$21621.0,0.018750000000000003,$616489.01
Elton Brand,PHI,1,0.2,$890693.0,0.012500000000000004,$410992.68
Phil Pressey,PHI,0,0.0,$172739.0,0.0,$0.0
Sonny Weems,PHI,0,-0.2,$2800000.0,-0.012500000000000004,$-410992.68
JaKarr Sampson,PHI,18,-0.3,$845059.0,-0.018750000000000003,$-616489.01
Kendall Marshall,PHI,6,-0.5,$2144722.0,-0.03125000000000001,$-1027481.69
Tony Wroten,PHI,3,-0.8,$2179354.0,-0.05000000000000002,$-1643970.7
Tyson Chandler,PHO,66,60,3.8,$13000000.0,0.14960629921259844,$10116209.2
Mirza Teletovic,PHO,79,1,3.8,$5500000.0,0.14960629921259844,$10116209.2
P.J. Tucker,PHO,82,80,3.5,$5500000.0,0.1377952755905512,$9317561.1
Jon Leuer,PHO,67,27,2.7,$1035000.0,0.10629921259842522,$7187832.85
Eric Bledsoe,PHO,31,2.5,$13086957.0,0.0984251968503937,$6655400.79
T.J. Warren,PHO,4,2.2,$2041080.0,0.08661417322834647,$5856752.69
Devin Booker,PHO,76,51,1.9,$2127840.0,0.07480314960629922,$5058104.6
Brandon Knight,PHO,50,1.7,$12000000.0,0.06692913385826772,$4525672.54
Ronnie Price,PHO,62,18,1.4,$1499187.0,0.05511811023622047,$3727024.44
Alex Len,PHO,78,46,1.3,$3807120.0,0.05118110236220473,$3460808.41
John Jenkins,PHO,2,0.4,$981000.0,0.015748031496062995,$1064864.13
Jordan McRae,PHO,0,0.2,$61776.0,0.007874015748031498,$532432.06
Alan Williams,PHO,0,0.2,$83397.0,0.007874015748031498,$532432.06
Chase Budinger,PHO,0,0.1,$258082.0,0.003937007874015749,$266216.03
Archie Goodwin,PHO,13,0.1,$1160160.0,0.003937007874015749,$266216.03
Cory Jefferson,PHO,0,0.1,$370000.0,0.003937007874015749,$266216.03
Kris Humphries,PHO,3,0.0,$4600000.0,0.0,$0.0
Orlando Johnson,PHO,0,0.0,$55722.0,0.0,$0.0
Phil Pressey,PHO,0,-0.1,$111444.0,-0.003937007874015749,$-266216.03
Lorenzo Brown,PHO,0,-0.2,$111444.0,-0.007874015748031498,$-532432.06
Bryce Cotton,PHO,0,-0.2,$228663.0,-0.007874015748031498,$-532432.06
Damian Lillard,POR,75,75,9.2,$4236287.0,0.2076749435665914,$10073725.87
Ed Davis,POR,81,0,6.7,$7000000.0,0.15124153498871334,$7336300.36
Mason Plumlee,POR,82,82,6.1,$1415520.0,0.13769751693002258,$6679318.24
C.J. McCollum,POR,80,80,6.0,$2525160.0,0.13544018058690746,$6569821.22
Allen Crabbe,POR,81,8,4.3,$947276.0,0.09706546275395034,$4708371.87
Al-Farouq Aminu,POR,82,82,4.0,$7500000.0,0.09029345372460497,$4379880.81
Maurice Harkless,POR,78,14,2.9,$2894059.0,0.0654627539503386,$3175413.59
Meyers Leonard,POR,61,10,2.2,$3075880.0,0.04966139954853274,$2408934.45
Gerald Henderson,POR,72,0,2.0,$6000000.0,0.045146726862302484,$2189940.41
Noah Vonleh,POR,78,56,1.2,$2637720.0,0.02708803611738149,$1313964.24
Brian Roberts,POR,0,0.3,$2854940.0,0.006772009029345372,$328491.06
Chris Kaman,POR,2,0.1,$5000000.0,0.0022573363431151244,$109497.02
Cliff Alexander,POR,0,0.0,$525093.0,0.0,$0.0
Pat Connaughton,POR,0,-0.2,$525093.0,-0.004514672686230249,$-218994.04
Luis Montero,POR,0,-0.2,$525093.0,-0.004514672686230249,$-218994.04
Tim Frazier,POR,1,-0.3,$845059.0,-0.006772009029345372,$-328491.06
DeMarcus Cousins,SAC,65,65,5.7,$14728844.0,0.16332378223495703,$11571016.5
Darren Collison,SAC,74,15,5.2,$5013559.0,0.1489971346704871,$10556015.05
Rajon Rondo,SAC,72,72,4.6,$9500000.0,0.1318051575931232,$9338013.31
Willie Cauley-Stein,SAC,66,39,3.8,$3398280.0,0.10888252148997135,$7714011.0
Rudy Gay,SAC,70,70,3.8,$12403101.0,0.10888252148997135,$7714011.0
Omri Casspi,SAC,69,21,3.6,$3000000.0,0.10315186246418338,$7308010.42
Kosta Koufos,SAC,78,14,3.5,$7500000.0,0.1002865329512894,$7105010.13
Quincy Acy,SAC,59,29,2.5,$981348.0,0.07163323782234958,$5075007.23
Seth Curry,SAC,9,1.4,$947276.0,0.040114613180515755,$2842004.05
Marco Belinelli,SAC,68,7,0.5,$6333333.0,0.014326647564469915,$1015001.45
Caron Butler,SAC,1,0.3,$1499187.0,0.008595988538681949,$609000.87
Ben McLemore,SAC,68,53,0.3,$3156600.0,0.008595988538681949,$609000.87
Duje Dukan,SAC,0,0.0,$525093.0,0.0,$0.0
Eric Moreland,SAC,0,0.0,$845059.0,0.0,$0.0
James Anderson,SAC,15,-0.3,$1015421.0,-0.008595988538681949,$-609000.87
Kawhi Leonard,SAS,72,72,13.7,$16500000.0,0.19826338639652677,$17220639.88
LaMarcus Aldridge,SAS,74,74,10.1,$19500000.0,0.14616497829232997,$12695508.23
Tony Parker,SAS,72,72,5.8,$13437500.0,0.08393632416787265,$7290489.88
David West,SAS,78,19,5.4,$1499000.0,0.07814761215629523,$6787697.47
Tim Duncan,SAS,61,60,5.2,$5000000.0,0.07525325615050651,$6536301.27
Patrick Mills,SAS,81,3,4.8,$3578947.0,0.0694645441389291,$6033508.86
Danny Green,SAS,79,79,4.2,$10000000.0,0.06078147612156296,$5279320.25
Boris Diaw,SAS,76,4,3.8,$7000000.0,0.05499276410998553,$4776527.85
Manu Ginobili,SAS,58,0,3.8,$2814000.0,0.05499276410998553,$4776527.85
Kyle Anderson,SAS,78,11,3.5,$1142879.0,0.050651230101302465,$4399433.55
Boban Marjanovic,SAS,4,3.4,$1200000.0,0.049204052098408106,$4273735.44
Jonathon Simmons,SAS,2,2.0,$525093.0,0.028943560057887122,$2513962.03
Rasual Butler,SAS,0,1.3,$1499187.0,0.01881331403762663,$1634075.32
Matt Bonner,SAS,2,0.8,$1499187.0,0.011577424023154849,$1005584.81
Ray McCallum,SAS,3,0.5,$947276.0,0.007235890014471781,$628490.51
Kevin Martin,SAS,1,0.4,$317475.0,0.0057887120115774245,$502792.41
Andre Miller,SAS,4,0.4,$396844.0,0.0057887120115774245,$502792.41
Kyle Lowry,TOR,77,77,11.6,$12000000.0,0.21284403669724766,$15278937.87
DeMar DeRozan,TOR,78,78,9.9,$9500000.0,0.18165137614678897,$13039783.18
Jonas Valanciunas,TOR,60,59,6.9,$4660482.0,0.12660550458715594,$9088333.73
Bismack Biyombo,TOR,82,22,5.9,$3000000.0,0.10825688073394495,$7771183.92
Patrick Patterson,TOR,79,0,3.6,$6268675.0,0.06605504587155962,$4741739.34
Terrence Ross,TOR,73,7,3.6,$3553917.0,0.06605504587155962,$4741739.34
Cory Joseph,TOR,80,4,3.5,$7000000.0,0.06422018348623852,$4610024.36
Luis Scola,TOR,76,76,3.3,$3000000.0,0.06055045871559632,$4346594.39
Norman Powell,TOR,24,1.6,$650000.0,0.029357798165137613,$2107439.71
James Johnson,TOR,32,1.3,$2500000.0,0.02385321100917431,$1712294.76
DeMarre Carroll,TOR,22,1.2,$13500000.0,0.02201834862385321,$1580579.78
Jason Thompson,TOR,6,1.0,$328955.0,0.018348623853211007,$1317149.82
Lucas Nogueira,TOR,1,0.7,$1842000.0,0.012844036697247704,$922004.87
Delon Wright,TOR,1,0.6,$1509360.0,0.011009174311926604,$790289.89
Anthony Bennett,TOR,0,0.1,$947276.0,0.0018348623853211008,$131714.98
Bruno Caboclo,TOR,1,-0.3,$1524000.0,-0.005504587155963302,$-395144.94
Gordon Hayward,UTA,80,80,8.9,$15409570.0,0.18776371308016881,$11247609.7
Derrick Favors,UTA,62,59,7.1,$11933333.0,0.149789029535865,$8972812.24
Rudy Gobert,UTA,61,60,6.4,$1175880.0,0.13502109704641355,$8088168.78
Rodney Hood,UTA,79,79,6.0,$1348440.0,0.1265822784810127,$7582658.23
Trevor Booker,UTA,79,2,4.3,$4775000.0,0.09071729957805909,$5434238.4
Joe Ingles,UTA,81,2,2.3,$2250000.0,0.048523206751054856,$2906685.65
Trey Lyles,UTA,80,33,2.3,$2239800.0,0.048523206751054856,$2906685.65
Jeff Withey,UTA,10,2.3,$947276.0,0.048523206751054856,$2906685.65
Trey Burke,UTA,64,0,2.1,$2658240.0,0.04430379746835444,$2653930.38
Raul Neto,UTA,81,53,1.8,$1000000.0,0.037974683544303806,$2274797.47
Alec Burks,UTA,3,1.5,$9213484.0,0.031645569620253174,$1895664.56
Shelvin Mack,UTA,27,1.2,$2433333.0,0.025316455696202535,$1516531.65
Chris Johnson,UTA,70,2,1.1,$981348.0,0.023206751054852325,$1390154.01
Erick Green,UTA,0,0.1,$99418.0,0.0021097046413502117,$126377.64
Elijah Millsap,UTA,0,0.1,$362878.0,0.0021097046413502117,$126377.64
J.J. O'Brien,UTA,0,0.0,$75000.0,0.0,$0.0
Tibor Pleiss,UTA,0,-0.1,$3000000.0,-0.0021097046413502117,$-126377.64
Marcin Gortat,WAS,75,74,7.3,$11217391.0,0.1867007672634271,$14679126.96
John Wall,WAS,77,77,5.7,$15851950.0,0.14578005115089515,$11461784.06
Otto Porter,WAS,75,73,5.6,$4662960.0,0.1432225063938619,$11260700.13
Jared Dudley,WAS,81,41,4.6,$4250000.0,0.1176470588235294,$9249860.82
Ramon Sessions,WAS,82,5,3.8,$2170465.0,0.09718670076726342,$7641189.38
Bradley Beal,WAS,35,2.7,$5694674.0,0.0690537084398977,$5429266.14
Nene Hilario,WAS,11,2.7,$13000000.0,0.0690537084398977,$5429266.14
Garrett Temple,WAS,80,43,2.7,$1100602.0,0.0690537084398977,$5429266.14
Gary Neal,WAS,2,1.4,$2100000.0,0.03580562659846547,$2815175.03
Markieff Morris,WAS,21,1.1,$8000000.0,0.02813299232736573,$2211923.24
Kelly Oubre,WAS,63,9,0.4,$1920240.0,0.010230179028132993,$804335.72
Marcus Thornton,WAS,2,0.4,$251107.0,0.010230179028132993,$804335.72
Alan Anderson,WAS,0,0.3,$4000000.0,0.007672634271099744,$603251.79
J.J. Hickson,WAS,0,0.3,$366337.0,0.007672634271099744,$603251.79
Jarell Eddie,WAS,0,0.1,$561716.0,0.0025575447570332483,$201083.93
Drew Gooden,WAS,0,0.0,$3300000.0,0.0,$0.0
Ryan Hollins,WAS,3,0.0,$176375.0,0.0,$0.0
