Rk,Player,From,To,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,WS,salary,WS%,expected_salary,salary_diff
7,Joffrey Lauvergne,,,DEN,NBA,59,15,1041,195,380,182,327,13,53,62,69,77,213,290,56,13,15,54,115,465,.513,.557,.245,.530,.899,.567,2.3,$1709720.0,0.06845238095238096,$3863048.38,$2153328.38
8,D.J. Augustin,,,DEN,NBA,28,0,659,102,229,58,122,44,107,77,94,3,49,52,132,25,2,54,44,325,.445,.475,.411,.541,.819,.601,1.9,$3000000.0,0.056547619047619055,$3191213.88,$191213.88
9,J.J. Hickson,,,DEN,NBA,20,9,305,55,109,55,109,0,0,27,59,22,65,87,16,10,12,16,35,137,.505,.505,,.505,.458,.508,0.5,$5613500.0,0.014880952380952384,$839793.13,$-4773706.88
10,Jameer Nelson,,,DEN,NBA,39,15,1036,113,307,70,163,43,144,30,35,19,96,115,190,25,5,66,100,299,.368,.429,.299,.438,.857,.464,0.5,$4500000.0,0.014880952380952384,$839793.13,$-3660206.88
11,Jusuf Nurkic,,,DEN,NBA,32,3,547,101,242,101,239,0,3,61,99,65,110,175,40,24,44,55,91,263,.417,.423,.000,.417,.616,.460,0.4,$1842000.0,0.011904761904761908,$671834.5,$-1170165.5
12,JaKarr Sampson,,,DEN,NBA,26,22,469,54,115,46,86,8,29,18,25,16,45,61,16,12,17,19,51,134,.470,.535,.276,.504,.720,.532,0.4,$285489.0,0.011904761904761908,$671834.5,$386345.5
13,Mike Miller,,,DEN,NBA,47,2,373,22,62,3,10,19,52,0,0,6,47,53,40,13,4,17,53,63,.355,.300,.365,.508,,.508,0.3,$1499187.0,0.00892857142857143,$503875.88,$-995311.13
14,Axel Toupane,,,DEN,NBA,21,0,305,25,70,12,30,13,40,13,17,8,23,31,15,7,6,6,40,76,.357,.400,.325,.450,.765,.490,0.3,$61776.0,0.00892857142857143,$503875.88,$442099.88
15,Sean Kilpatrick,,,DEN,NBA,8,0,82,8,21,4,4,4,17,7,8,2,4,6,3,2,0,4,7,27,.381,1.000,.235,.476,.875,.551,0.1,$99418.0,0.002976190476190477,$167958.63,$68540.63
17,Erick Green,,,DEN,NBA,3,0,7,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,.000,,.000,.000,,.000,0.0,$100000.0,0.0,$0.0,$-100000.0
18,Kostas Papanikolaou,,,DEN,NBA,26,6,294,24,66,14,34,10,32,9,14,8,32,40,16,13,5,21,24,67,.364,.412,.313,.439,.643,.464,-0.1,$350000.0,-0.002976190476190477,$-167958.63,$-517958.63
19,Emmanuel Mudiay,,,DEN,NBA,68,66,2068,329,905,255,673,74,232,140,209,32,200,232,372,65,35,217,141,872,.364,.379,.319,.404,.670,.437,-2.1,$3102240.0,-0.06250000000000001,$-3527131.13,$-6629371.13
1,Andre Drummond,,,DET,NBA,81,81,2666,552,1060,550,1054,2,6,208,586,395,803,1198,67,119,112,155,245,1314,.521,.522,.333,.522,.355,.499,7.4,$3272091.0,0.18877551020408162,$12679727.46,$9407636.46
2,Reggie Jackson,,,DET,NBA,79,79,2424,540,1244,422,910,118,334,291,337,58,195,253,492,59,11,223,187,1489,.434,.464,.353,.482,.864,.535,6.9,$14000000.0,0.1760204081632653,$11822989.12,$-2177010.88
3,Marcus Morris,,,DET,NBA,80,80,2856,410,945,302,647,108,298,203,271,91,313,404,201,67,23,140,170,1131,.434,.467,.362,.491,.749,.531,5.4,$5000000.0,0.1377551020408163,$9252774.09,$4252774.09
4,Kentavious Caldwell-Pope,,,DET,NBA,76,76,2789,403,960,289,591,114,369,185,228,70,212,282,138,110,17,105,167,1105,.420,.489,.309,.479,.811,.521,5.3,$2891760.0,0.13520408163265304,$9081426.42,$6189666.42
5,Aron Baynes,,,DET,NBA,81,1,1233,194,384,194,382,0,2,126,165,140,244,384,51,21,52,67,151,514,.505,.508,.000,.505,.764,.563,4.1,$6500000.0,0.10459183673469385,$7025254.4,$525254.4
6,Tobias Harris,,,DET,NBA,27,25,903,166,348,133,260,33,88,82,90,25,143,168,70,18,12,30,62,447,.477,.512,.375,.524,.911,.577,3.3,$16000000.0,0.08418367346938774,$5654473.06,$-10345526.94
8,Anthony Tolliver,,,DET,NBA,72,5,1341,128,332,30,60,98,272,29,47,39,190,229,52,26,16,28,86,383,.386,.500,.360,.533,.617,.543,2.8,$3000000.0,0.07142857142857142,$4797734.71,$1797734.71
9,Reggie Bullock,,,DET,NBA,37,0,429,43,98,21,45,22,53,14,15,14,54,68,27,10,2,8,29,122,.439,.467,.415,.551,.933,.583,1.2,$1252440.0,0.03061224489795918,$2056172.02,$803732.02
10,Steve Blake,,,DET,NBA,58,2,986,93,240,41,89,52,151,16,20,9,80,89,200,24,5,81,70,254,.388,.461,.344,.496,.800,.510,1.1,$2170465.0,0.02806122448979592,$1884824.35,$-285640.65
12,Stanley Johnson,,,DET,NBA,73,6,1687,225,600,162,395,63,205,80,102,58,248,306,118,55,12,114,178,593,.375,.410,.307,.428,.784,.460,0.6,$2841960.0,0.01530612244897959,$1028086.01,$-1813873.99
13,Darrun Hilliard,,,DET,NBA,38,2,383,52,131,33,81,19,50,29,40,5,40,45,27,9,1,19,28,152,.397,.407,.380,.469,.725,.511,0.5,$525093.0,0.012755102040816325,$856738.34,$331645.34
14,Joel Anthony,,,DET,NBA,19,0,96,6,10,6,10,0,0,6,8,8,13,21,1,2,12,2,15,18,.600,.600,,.600,.750,.666,0.4,$2500000.0,0.01020408163265306,$685390.67,$-1814609.33
15,Spencer Dinwiddie,,,DET,NBA,12,0,159,19,54,18,44,1,10,19,33,4,13,17,22,3,0,7,20,58,.352,.409,.100,.361,.576,.423,0.1,$845059.0,0.002551020408163265,$171347.67,$-673711.33
16,Jodie Meeks,,,DET,NBA,3,0,43,7,20,3,11,4,9,4,4,1,4,5,3,0,0,1,2,22,.350,.273,.444,.450,1.000,.506,0.1,$6270000.0,0.002551020408163265,$171347.67,$-6098652.33
17,Justin Harper,,,DET,NBA,5,0,35,4,10,0,1,4,9,1,2,0,1,1,0,1,0,2,3,13,.400,.000,.444,.600,.500,.597,0.0,$99418.0,0.0,$0.0,$-99418.0
1,Stephen Curry,,,GSW,NBA,79,79,2700,805,1598,403,712,402,886,363,400,68,362,430,527,169,15,262,161,2375,.504,.566,.454,.630,.908,.669,17.9,$11370786.0,0.2640117994100295,$24739805.7,$13369019.7
2,Draymond Green,,,GSW,NBA,81,81,2808,401,819,301,561,100,258,229,329,134,635,769,598,119,113,259,240,1131,.490,.537,.388,.551,.696,.587,11.1,$14300000.0,0.16371681415929204,$15341443.76,$1041443.76
3,Klay Thompson,,,GSW,NBA,80,80,2666,651,1386,375,736,276,650,193,221,35,271,306,166,60,49,138,152,1771,.470,.510,.425,.569,.873,.597,8.0,$15500000.0,0.11799410029498525,$11056896.4,$-4443103.6
4,Andrew Bogut,,,GSW,NBA,70,66,1451,175,279,174,278,1,1,24,50,121,371,492,162,33,114,83,221,375,.627,.626,1.000,.629,.480,.623,5.4,$12000000.0,0.07964601769911506,$7463405.07,$-4536594.93
5,Harrison Barnes,,,GSW,NBA,66,59,2042,295,633,213,419,82,214,102,134,77,248,325,117,41,10,57,136,774,.466,.508,.383,.531,.761,.559,4.9,$3873398.0,0.07227138643067847,$6772349.05,$2898951.05
6,Shaun Livingston,,,GSW,NBA,78,3,1520,203,379,201,367,2,12,80,93,42,127,169,237,57,27,78,140,488,.536,.548,.167,.538,.860,.581,4.6,$5543725.0,0.06784660766961652,$6357715.43,$813990.43
7,Andre Iguodala,,,GSW,NBA,65,1,1732,176,368,122,214,54,154,51,83,52,211,263,219,73,19,79,102,457,.478,.570,.351,.552,.614,.565,4.4,$11710456.0,0.0648967551622419,$6081293.02,$-5629162.98
8,Festus Ezeli,,,GSW,NBA,46,13,770,125,228,125,228,0,0,70,132,91,166,257,32,18,50,38,94,320,.548,.548,,.548,.530,.559,2.7,$2008748.0,0.03982300884955753,$3731702.54,$1722954.54
9,Leandro Barbosa,,,GSW,NBA,68,0,1079,171,370,132,260,39,110,52,62,28,89,117,82,44,10,53,107,433,.462,.508,.355,.515,.839,.545,2.1,$2500000.0,0.03097345132743363,$2902435.31,$402435.31
10,Brandon Rush,,,GSW,NBA,72,25,1055,111,260,46,103,65,157,18,28,21,160,181,57,20,23,33,57,305,.427,.447,.414,.552,.643,.560,2.0,$1270964.0,0.029498525073746312,$2764224.1,$1493260.1
11,Marreese Speights,,,GSW,NBA,72,0,832,197,456,173,394,24,62,94,114,77,162,239,61,19,34,66,117,512,.432,.439,.387,.458,.825,.506,1.8,$3815000.0,0.026548672566371685,$2487801.69,$-1327198.31
12,Ian Clark,,,GSW,NBA,66,1,578,89,202,59,118,30,84,28,34,13,55,68,64,17,13,43,58,236,.441,.500,.357,.515,.824,.544,0.9,$947276.0,0.013274336283185842,$1243900.85,$296624.85
13,James Michael McAdoo,,,GSW,NBA,41,1,262,45,84,44,82,1,2,26,49,30,28,58,17,10,8,16,39,117,.536,.537,.500,.542,.531,.554,0.8,$845059.0,0.011799410029498527,$1105689.64,$260630.64
14,Jason Thompson,,,GSW,NBA,28,1,179,20,42,20,42,0,0,20,32,10,44,54,19,4,8,7,40,60,.476,.476,,.476,.625,.535,0.6,$6431250.0,0.008849557522123894,$829267.23,$-5601982.77
15,Anderson Varejao,,,GSW,NBA,22,0,186,21,48,21,48,0,0,16,29,13,37,50,15,5,5,6,35,58,.438,.438,,.438,.552,.477,0.5,$458575.0,0.007374631268436578,$691056.03,$232481.03
16,Kevon Looney,,,GSW,NBA,5,0,21,4,7,3,5,1,2,0,0,4,6,10,0,0,0,1,2,9,.571,.600,.500,.643,,.643,0.1,$1131960.0,0.0014749262536873158,$138211.21,$-993748.79
1,James Harden,,,HOU,NBA,82,82,3125,710,1617,474,960,236,657,720,837,63,438,501,612,139,51,374,229,2376,.439,.494,.359,.512,.860,.598,13.3,$15756438.0,0.31666666666666676,$28559663.8,$12803225.8
2,Dwight Howard,,,HOU,NBA,71,71,2280,372,600,372,594,0,6,232,474,238,597,835,98,69,113,166,219,976,.620,.626,.000,.620,.489,.604,6.6,$22359364.0,0.15714285714285717,$14172464.74,$-8186899.26
3,Trevor Ariza,,,HOU,NBA,81,81,2859,357,859,172,360,185,499,126,161,67,299,366,188,160,26,113,177,1025,.416,.478,.371,.523,.783,.551,5.4,$8193030.0,0.12857142857142861,$11595652.97,$3402622.97
4,Patrick Beverley,,,HOU,NBA,71,63,2041,258,594,134,284,124,310,60,88,73,177,250,239,94,26,91,234,700,.434,.472,.400,.539,.682,.553,4.4,$6500000.0,0.10476190476190479,$9448309.83,$2948309.83
5,Clint Capela,,,HOU,NBA,77,35,1471,231,397,231,396,0,1,80,211,194,300,494,47,59,92,60,190,542,.582,.583,.000,.582,.379,.553,4.4,$1242720.0,0.10476190476190479,$9448309.83,$8205589.83
6,Terrence Jones,,,HOU,NBA,50,11,1044,166,367,141,288,25,79,77,116,62,149,211,41,23,39,49,86,434,.452,.490,.316,.486,.664,.519,1.5,$2489530.0,0.03571428571428572,$3221014.71,$731484.71
7,Jason Terry,,,HOU,NBA,72,7,1258,151,376,58,115,93,261,27,33,14,65,79,103,47,9,49,91,422,.402,.504,.356,.525,.818,.540,1.5,$1499187.0,0.03571428571428572,$3221014.71,$1721827.71
8,Marcus Thornton,,,HOU,NBA,47,6,885,174,435,101,219,73,216,51,58,31,84,115,66,34,3,40,73,472,.400,.461,.338,.484,.879,.512,1.3,$1186000.0,0.03095238095238096,$2791546.09,$1605546.09
9,Corey Brewer,,,HOU,NBA,82,12,1669,212,552,151,328,61,224,105,140,42,157,199,109,84,19,78,168,590,.384,.460,.272,.439,.750,.481,1.2,$8200000.0,0.028571428571428574,$2576811.77,$-5623188.23
10,Michael Beasley,,,HOU,NBA,20,0,363,107,205,104,196,3,9,38,49,29,69,98,16,11,9,24,39,255,.522,.531,.333,.529,.776,.563,1.0,$306527.0,0.023809523809523815,$2147343.14,$1840816.14
11,Montrezl Harrell,,,HOU,NBA,39,1,379,58,90,58,89,0,1,24,46,25,40,65,17,11,11,17,48,140,.644,.652,.000,.644,.522,.635,0.9,$1000000.0,0.021428571428571432,$1932608.83,$932608.83
12,Ty Lawson,,,HOU,NBA,53,12,1176,111,287,80,193,31,94,56,80,20,69,89,180,43,6,82,71,309,.387,.415,.330,.441,.700,.480,0.4,$12404495.0,0.009523809523809526,$858937.26,$-11545557.74
13,Donatas Motiejunas,,,HOU,NBA,37,22,547,90,205,74,148,16,57,34,53,37,72,109,41,17,5,44,69,230,.439,.500,.281,.478,.642,.504,0.3,$2288205.0,0.0071428571428571435,$644202.94,$-1644002.06
14,K.J. McDaniels,,,HOU,NBA,37,1,235,29,72,22,47,7,25,24,30,16,26,42,10,7,6,17,30,89,.403,.468,.280,.451,.800,.522,0.2,$3333333.0,0.004761904761904763,$429468.63,$-2903864.37
15,Sam Dekker,,,HOU,NBA,3,0,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,,,,,,0.0,$1646400.0,0.0,$0.0,$-1646400.0
16,Andrew Goudelock,,,HOU,NBA,8,0,50,9,20,8,11,1,9,3,4,1,1,2,4,6,2,7,4,22,.450,.727,.111,.475,.750,.506,0.0,$200600.0,0.0,$0.0,$-200600.0
17,Chuck Hayes,,,HOU,NBA,2,0,24,1,2,1,2,0,0,2,2,0,8,8,2,0,0,3,6,4,.500,.500,,.500,1.000,.694,0.0,$83583.0,0.0,$0.0,$-83583.0
18,Josh Smith,,,HOU,NBA,23,6,421,58,169,35,84,23,85,12,25,18,49,67,48,16,13,36,56,151,.343,.417,.271,.411,.480,.419,-0.4,$1499000.0,-0.009523809523809526,$-858937.26,$-2357937.26
1,Paul George,,,IND,NBA,81,81,2819,605,1449,395,883,210,566,454,528,79,484,563,329,152,29,265,230,1874,.418,.447,.371,.490,.860,.557,9.2,$17120106.0,0.19870410367170627,$14045615.76,$-3074490.24
2,George Hill,,,IND,NBA,74,73,2524,326,739,198,425,128,314,114,150,58,240,298,259,83,17,101,149,894,.441,.466,.408,.528,.760,.555,6.2,$8000000.0,0.13390928725701945,$9465523.66,$1465523.66
3,Ian Mahinmi,,,IND,NBA,71,71,1816,264,448,264,448,0,0,132,225,138,369,507,104,65,75,100,220,660,.589,.589,,.589,.587,.603,6.2,$4000000.0,0.13390928725701945,$9465523.66,$5465523.66
4,Monta Ellis,,,IND,NBA,81,81,2734,436,1021,349,739,87,282,162,206,42,229,271,383,150,37,203,174,1121,.427,.472,.309,.470,.786,.504,4.3,$10300000.0,0.09287257019438445,$6564798.67,$-3735201.33
5,Jordan Hill,,,IND,NBA,73,11,1513,278,549,278,548,0,1,89,125,156,295,451,87,36,37,92,155,645,.506,.507,.000,.506,.712,.534,3.9,$4000000.0,0.08423326133909288,$5954119.72,$1954119.72
6,Lavoy Allen,,,IND,NBA,79,28,1599,191,370,191,370,0,0,46,73,162,262,424,76,26,42,69,147,428,.516,.516,,.516,.630,.532,3.7,$3700000.0,0.0799136069114471,$5648780.25,$1948780.25
7,C.J. Miles,,,IND,NBA,64,24,1464,259,634,117,247,142,387,93,124,25,150,175,63,53,29,70,142,753,.409,.474,.367,.521,.750,.547,3.1,$4394225.0,0.06695464362850972,$4732761.83,$338536.83
8,Myles Turner,,,IND,NBA,60,30,1367,264,530,261,516,3,14,88,121,68,264,332,41,25,86,67,158,619,.498,.506,.214,.501,.727,.531,3.1,$2357760.0,0.06695464362850972,$4732761.83,$2375001.83
9,Solomon Hill,,,IND,NBA,59,3,866,93,208,69,134,24,74,36,42,39,127,166,57,37,11,33,68,246,.447,.515,.324,.505,.857,.543,2.1,$1358880.0,0.04535637149028078,$3206064.47,$1847184.47
10,Rodney Stuckey,,,IND,NBA,58,1,1275,183,443,163,360,20,83,131,158,19,137,156,142,43,8,76,77,517,.413,.453,.241,.436,.829,.504,2.0,$6500000.0,0.04319654427645789,$3053394.73,$-3446605.27
11,Chase Budinger,,,IND,NBA,49,2,729,81,194,61,125,20,69,34,48,31,90,121,49,29,9,31,46,216,.418,.488,.290,.469,.708,.502,1.3,$5000000.0,0.028077753779697626,$1984706.57,$-3015293.43
12,Glenn Robinson,,,IND,NBA,45,4,508,65,151,51,114,14,37,27,39,12,56,68,26,17,9,18,21,171,.430,.447,.378,.477,.692,.508,0.8,$845000.0,0.017278617710583154,$1221357.89,$376357.89
13,Ty Lawson,,,IND,NBA,13,1,235,28,67,23,53,5,14,3,6,6,25,31,57,10,1,13,16,64,.418,.434,.357,.455,.500,.460,0.5,$265058.0,0.010799136069114472,$763348.68,$498290.68
14,Rakeem Christmas,,,IND,NBA,1,0,6,2,2,2,2,0,0,0,0,1,0,1,0,0,0,0,1,4,1.000,1.000,,1.000,,1.000,0.0,$1000000.0,0.0,$0.0,$-1000000.0
15,Shayne Whittington,,,IND,NBA,7,0,41,5,11,5,9,0,2,1,2,5,7,12,3,1,1,5,7,11,.455,.556,.000,.455,.500,.463,0.0,$845059.0,0.0,$0.0,$-845059.0
16,Joseph Young,,,IND,NBA,41,0,384,62,169,52,123,10,46,20,25,6,44,50,65,15,0,33,30,154,.367,.423,.217,.396,.800,.428,-0.1,$1000000.0,-0.0021598272138228943,$-152669.74,$-1152669.74
1,Chris Paul,,,LAC,NBA,74,74,2420,515,1114,393,785,122,329,294,328,39,271,310,738,152,13,194,185,1446,.462,.501,.371,.517,.896,.575,12.7,$21468696.0,0.24708171206225685,$23350761.6,$1882065.6
2,DeAndre Jordan,,,LAC,NBA,77,77,2598,357,508,357,507,0,1,266,619,267,792,1059,90,51,177,107,207,980,.703,.704,.000,.703,.430,.628,11.5,$19500000.0,0.22373540856031132,$21144390.43,$1644390.43
3,J.J. Redick,,,LAC,NBA,75,75,2097,422,880,222,459,200,421,182,205,10,129,139,106,42,5,78,135,1226,.480,.484,.475,.593,.888,.632,6.7,$6867000.0,0.13035019455252922,$12318905.73,$5451905.73
4,Blake Griffin,,,LAC,NBA,35,35,1170,301,603,295,585,6,18,141,194,51,243,294,170,28,17,83,95,749,.499,.504,.333,.504,.727,.544,3.8,$18907725.0,0.07392996108949418,$6986842.05,$-11920882.95
5,Cole Aldrich,,,LAC,NBA,60,5,800,134,225,134,225,0,0,60,84,86,202,288,50,47,68,64,139,328,.596,.596,,.596,.714,.626,3.5,$1100600.0,0.06809338521400779,$6435249.26,$5334649.26
6,Jamal Crawford,,,LAC,NBA,79,5,2126,379,939,262,595,117,344,245,271,20,125,145,183,52,12,113,122,1120,.404,.440,.340,.466,.904,.529,3.3,$5675000.0,0.0642023346303502,$6067520.73,$392520.73
7,Wesley Johnson,,,LAC,NBA,80,9,1666,208,515,105,206,103,309,30,46,37,211,248,49,89,56,54,173,549,.404,.510,.333,.504,.652,.513,2.6,$1100600.0,0.050583657587548646,$4780470.88,$3679870.88
8,Austin Rivers,,,LAC,NBA,67,7,1464,226,516,164,331,62,185,79,116,22,108,130,99,48,9,61,137,593,.438,.495,.335,.498,.681,.523,1.9,$3100000.0,0.03696498054474709,$3493421.03,$393421.03
9,Luc Mbah a Moute,,,LAC,NBA,75,61,1274,94,207,81,167,13,40,30,57,60,111,171,30,44,19,34,100,231,.454,.485,.325,.486,.526,.498,1.6,$1270964.0,0.031128404669260708,$2941828.23,$1670864.23
10,Pablo Prigioni,,,LAC,NBA,59,3,823,55,147,27,52,28,95,7,8,38,76,114,130,53,1,49,82,145,.374,.519,.295,.469,.875,.482,1.5,$981348.0,0.02918287937743191,$2757963.97,$1776615.97
11,Jeff Green,,,LAC,NBA,27,10,709,114,267,89,190,25,77,40,65,19,72,91,40,18,21,24,62,293,.427,.468,.325,.474,.615,.496,0.9,$9200000.0,0.017509727626459148,$1654778.38,$-7545221.62
12,Paul Pierce,,,LAC,NBA,68,38,1231,144,397,69,155,75,242,54,66,12,174,186,71,33,17,58,129,417,.363,.445,.310,.457,.818,.489,0.9,$3400000.0,0.017509727626459148,$1654778.38,$-1745221.62
15,C.J. Wilcox,,,LAC,NBA,23,0,167,26,66,17,43,9,23,9,12,1,11,12,10,10,2,2,15,70,.394,.395,.391,.462,.750,.491,0.3,$1159680.0,0.005836575875486382,$551592.79,$-608087.21
16,Jeff Ayres,,,LAC,NBA,17,0,107,12,23,12,22,0,1,6,6,4,18,22,5,0,3,6,18,30,.522,.545,.000,.522,1.000,.585,0.2,$187750.0,0.0038910505836575885,$367728.53,$179978.53
17,Branden Dawson,,,LAC,NBA,6,0,29,2,5,2,5,0,0,1,1,2,2,4,0,0,1,0,2,5,.400,.400,,.400,1.000,.460,0.0,$525093.0,0.0,$0.0,$-525093.0
18,Alex Stepheson,,,LAC,NBA,4,0,12,1,1,1,1,0,0,0,2,1,1,2,0,0,2,0,4,2,1.000,1.000,,1.000,.000,.532,0.0,$61776.0,0.0,$0.0,$-61776.0
1,Lou Williams,,,LAL,NBA,67,35,1907,283,693,173,373,110,320,352,424,31,138,169,167,62,19,107,107,1028,.408,.464,.344,.488,.830,.584,4.7,$7000000.0,0.27011494252873564,$19510436.06,$12510436.06
2,Brandon Bass,,,LAL,NBA,66,0,1342,174,317,174,315,0,2,125,148,104,181,285,74,33,55,42,125,473,.549,.552,.000,.549,.845,.619,4.1,$3000000.0,0.23563218390804594,$17019742.1,$14019742.1
3,Roy Hibbert,,,LAL,NBA,81,81,1878,182,411,182,409,0,2,117,145,132,266,398,95,32,110,76,252,481,.443,.445,.000,.443,.807,.507,2.2,$15500000.0,0.1264367816091954,$9132544.54,$-6367455.46
4,Larry Nance Jr.,,,LAL,NBA,63,22,1266,158,300,157,290,1,10,32,47,101,211,312,44,54,23,41,124,349,.527,.541,.100,.528,.681,.544,2.2,$1155600.0,0.1264367816091954,$9132544.54,$7976944.54
5,Jordan Clarkson,,,LAL,NBA,79,79,2552,475,1098,364,778,111,320,164,204,93,220,313,192,88,7,135,168,1225,.433,.468,.347,.483,.804,.516,2.1,$845059.0,0.12068965517241378,$8717428.88,$7872369.88
6,Julius Randle,,,LAL,NBA,81,60,2286,358,835,348,799,10,36,193,270,172,657,829,144,53,29,149,242,919,.429,.436,.278,.435,.715,.482,1.6,$3132240.0,0.09195402298850575,$6641850.57,$3509610.57
7,Tarik Black,,,LAL,NBA,39,0,496,57,104,57,104,0,0,19,45,44,113,157,16,14,18,22,78,133,.548,.548,,.548,.422,.537,0.7,$845059.0,0.04022988505747126,$2905809.63,$2060750.63
